"ID","Title","Alt Title","Special Mode Title","Locations","Comments"
"226","生死答问 - 回响*","","","Ul'dah (The Rising)","生死答问 - 回响-通过道具商城获得"
"227","斩*","","","Urth's Fount","斩--通过炼金术师炼金秘籍第二卷制作配方修复由副本：奥丁歼灭战中“奥丁”掉落的“陈旧的乐谱：斩”获得"
"228","永远的誓言**","","","Eternal Bond ceremony","永结同心仪式背景音乐"
"229","隐忍之刃*","","","Ninja trainer hideout","通过杂用商人东拉诺西亚 X:20.7 , Y:20.6 购买，价格为 5000金币。"
"230","雪上的足迹*","","","Akh Afah Amphitheatre (Shiva) phase 1, Eden's Verse: Refulgence (Savage) (Shiva) phase 1","通过希瓦歼殛战击败 希瓦 获得陈旧的乐谱：雪上的足迹制作而成"
"231","忘却的彼岸*","","","Akh Afah Amphitheatre (Shiva) phase 2","通过希瓦歼殛战击败 希瓦 获得陈旧的乐谱：忘却的彼岸制作而成"
"232","决战δ*","","","The Dragon's Neck","通过欧米茄时空狭缝 德尔塔幻境4击败艾克斯迪司获得"
"233","密道*","","","Snowcloak","通过凛冽洞天披雪大冰壁击败boss3芬里尔后宝箱中获得"
"234","落日遗迹*","","","The Sunken Temple of Qarn (Hard)","通过苏醒遗迹喀恩埋没圣堂击败boss3审理神代言者后宝箱中获得"
"235","激潮*","","","Sastasha (Hard)","通过逆转要害沙斯塔夏溶洞击败boss3克拉肯后宝箱中获得陈旧的乐谱：激潮后制作而成"
"236","死灰复燃*","","","Harp / vocals portion","通过巴哈姆特大迷宫 真源之章3击败boss不死鸟后获得陈旧的乐谱：死灰复燃后制作而成"
"237","Answers -生死答问-*","","","The Final Coil of Bahamut (Turn 4) (Bahamut Prime)","通过巴哈姆特大迷宫 真源之章4击败boss巴哈姆特后获得陈旧的乐谱：Answers -生死答问- + 通过巴哈姆特大迷宫 邂逅之章5击败双塔尼亚后获得陈旧的乐谱：Answers -雷鸣 + 通过巴哈姆特大迷宫 入侵之章4击败奈尔·神·达纳斯后获得陈旧的乐谱：白银凶鸟展翅翱翔 后制作而成"
"238","Answers -生死答问-*","","","The Final Coil of Bahamut (Turn 4) (Bahamut Prime)","通过巴哈姆特大迷宫 真源之章4击败boss巴哈姆特后获得陈旧的乐谱：Answers -生死答问- + 通过巴哈姆特大迷宫 邂逅之章5击败双塔尼亚后获得陈旧的乐谱：Answers -雷鸣 + 通过巴哈姆特大迷宫 入侵之章4击败奈尔·神·达纳斯后获得陈旧的乐谱：白银凶鸟展翅翱翔 后制作而成"
"239","侵攻**","","","Cutscenes (The Binding Coil of Bahamut)","巴哈姆特大迷宫过场动画bgm"
"240","Answers -生死答问-*","","","The Final Coil of Bahamut (Turn 4) (Bahamut Prime)","通过巴哈姆特大迷宫 真源之章4击败boss巴哈姆特后获得陈旧的乐谱：Answers -生死答问- + 通过巴哈姆特大迷宫 邂逅之章5击败双塔尼亚后获得陈旧的乐谱：Answers -雷鸣 + 通过巴哈姆特大迷宫 入侵之章4击败奈尔·神·达纳斯后获得陈旧的乐谱：白银凶鸟展翅翱翔 后制作而成"
"241","悠久之风*","","","Cutscenes (Crystal tower)","通过水晶塔古代人迷宫+水晶塔希尔科斯塔+水晶塔暗之世界获得陈旧的乐谱：一落千丈+陈旧的乐谱：一落千丈+陈旧的乐谱：一落千丈制作而成"
"242","大桥上的死斗*","","","Battle in the Big Keep Phase 1","通过大桥上的死斗击败吉尔伽美什或者通过无限城的死斗击败吉尔伽美什/恩奇都获得陈旧的乐谱：大桥上的死斗制作而成"
"243","银泪*","","","The Keeper of the Lake","通过幻龙残骸密约之塔击败boss3尘世幻龙后宝箱获得"
"244","万龙之祖*","","","The Keeper of the Lake final boss (Midgardsormr), Alphascape v2.0 (Midgardsormr)","通过欧米茄时空狭缝 阿尔法幻境2击败boss尘世幻龙后宝箱获得"
"245","圣域陷阱*","","","Wanderer's Palace (Hard)","通过武装圣域放浪神古神殿击败boss3光鳞兄弟 莫拉加加或者在库啵好运道中获得2等奖获得"
"246","战祸*","","","Amdapor Keep (Hard)","通过邪念妖地无限城古堡击败boss3弗迪亚后宝箱获得"
"247","暗淡*","","暗闇 〜クリスタルタワー：闇の世界〜","The World of Darkness","通过水晶塔暗之世界击败最终boss暗黑之云获得陈旧的乐谱：暗淡后制作而成"
"248","一落千丈*","","","The World of Darkness (Cerberus Stomach)","通过水晶塔古代人迷宫击败最终boss提坦获得陈旧的乐谱：一落千丈后制作而成"
"249","最后的死斗*","","","The World of Darkness","通过水晶塔暗之世界击败最终boss暗黑之云获得陈旧的乐谱：最后的死斗后制作而成"
"250","曼德维尔金碟游乐场*","","","Manderville Gold Saucer","通过金碟游乐场纪念品兑换员 X:5.1 , Y:6.6使用金碟币 ×10000兑换获得"
"251","天赐良机*","","","Chocobo racing 1","通过金碟游乐场纪念品兑换员 X:5.1 , Y:6.6使用金碟币 ×50000兑换获得"
"252","陆行鸟竞赛*","","","Chocobo racing 2","通过金碟游乐场纪念品兑换员 X:5.1 , Y:6.6使用金碟币 ×15000兑换获得"
"253","夏弗还是布吉*","","","Triple Triad","通过金碟游乐场纪念品兑换员 X:5.1 , Y:6.6使用金碟币 ×50000兑换获得"
"254","战神的教义*","","","The Steps of Faith","通过库啵好运道中使用库啵好运票抽奖2等奖获得"
"255","同仇敌忾*","","","The Steps of Faith final gate theme","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用1200天穹票交易获得"
"256","命运的指引**","","","The Wanderer's Palace (Hard) bosses","武装圣域放浪神古神殿道中音乐"
"257","全军出击！**","","","The Wanderer's Palace (Hard) final boss","武装圣域放浪神古神殿最终boss音乐"
"258","陆行鸟竞赛第一名**","","","Chocobo racing","陆行鸟竞赛中获得第一名"
"259","陆行鸟竞赛第二名**","","","Chocobo racing","陆行鸟竞赛中获得第二名"
"260","陆行鸟竞赛第三名**","","","Chocobo racing","陆行鸟竞赛中获得第三名"
"261","陆行鸟竞赛**","","","Chocobo racing","陆行鸟竞赛结算音乐"
"262","魔导机械之友**","","","Magitek Armor mount","骑乘魔导装甲时背景音乐"
"263","斩*","","","Sleipnir mount","斩--通过炼金术师炼金秘籍第二卷制作配方修复由副本：奥丁歼灭战中“奥丁”掉落的“陈旧的乐谱：斩”获得"
"264","忘却的彼岸*","","","Akh Afah Amphitheatre (Extreme) (Shiva) mount","通过希瓦歼殛战击败希瓦获得陈旧的乐谱：忘却的彼岸制作而成"
"265","电闪雷鸣*","","","The Striking Tree (Extreme) (Ramuh) mount","通过拉姆歼殛战击败 拉姆 获得陈旧的乐谱：电闪雷鸣制作而成"
"266","混沌的漩涡*","","","The Whorleater (Extreme) (Leviathan) mount","通过利维亚桑歼殛战击败 利维亚桑 获得陈旧的乐谱：混沌的漩涡制作而成"
"267","重压灭顶*","","","The Navel (Extreme) (Titan) mount","通过泰坦歼殛战击败泰坦 获得陈旧的乐谱：重压灭顶制作而成"
"268","堕天使*","","","The Howling Eye (Extreme) (Garuda) mount","通过迦楼罗歼殛战击败迦楼罗 获得陈旧的乐谱：堕天使制作而成"
"269","原始的审判*","","","The Bowl of Embers (Extreme) (Ifrit) mount","通过伊弗利特歼殛战击败伊弗利特 获得陈旧的乐谱：原始的审判制作而成"
"270","无声*","","","","该物品在杂用商人/住宅商人购买的价格为 5000金币。"
"271","雪风*","","","Heavensward title screen","通过金碟游乐场纪念品兑换员 X:5.1 , Y:6.6使用金碟币 ×5000兑换获得"
"272","Dragonsong　-千年龙诗-*","","","Heavensward credits","通过主线任务“绝命怒嚎”获得"
"273","歇宿*","","","Heavensward sanctuary music","该物品在龙堡参天高地 X:32.0 , Y:23.4杂用商人购买的价格为 5000金币"
"274","大家一起，无所畏惧*","","","Heavensward sanctuary music 2","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用1200天穹票交易获得"
"275","位高责重*","","","The Pillars (day)","该物品在伊修加德砥柱层 X:6.0 , Y:9.9芙莉妮处购买的价格为 5000金币"
"276","贵族沉眠*","","","The Pillars (night)","该物品在伊修加德砥柱层 X:6.0 , Y:9.9芙莉妮处购买的价格为 5000金币"
"277","监牢*","","","The Foundation (day)","该物品在伊修加德砥柱层 X:6.0 , Y:9.9芙莉妮处购买的价格为 5000金币"
"278","夜雾缭绕*","","","The Foundation (night)","该物品在伊修加德砥柱层 X:6.0 , Y:9.9芙莉妮处购买的价格为 5000金币"
"279","迎风*","","","Coerthas Western Highlands (day)","讨伐库尔札斯西部高地的恶名精英卢芭、米勒卡或凯撒贝希摩斯有几率获得陈旧的乐谱：迎风后制作而成"
"280","黑暗与白雪*","","","Coerthas Western Highlands (night)","讨伐库尔札斯西部高地的恶名精英卢芭、米勒卡或凯撒贝希摩斯有几率获得陈旧的乐谱：迎风后制作而成"
"281","战斗（伊修加德地区）**","","","Coerthas Western Highlands combat","伊修加德地区的野外战斗背景音乐"
"282","华彩的山麓*","","","Dravanian Forelands (day)","讨伐龙堡参天高地的恶名精英双足飞龙之王、派拉斯特暴龙或神穆尔鸟有几率获得陈旧的乐谱：华彩的山麓"
"283","华彩的夜空*","","","Dravanian Forelands (night)","讨伐龙堡参天高地的恶名精英双足飞龙之王、派拉斯特暴龙或神穆尔鸟有几率获得陈旧的乐谱：华彩的夜空 / 可以在库啵好运道中使用库啵好运票抽奖2等奖获得"
"284","战斗（伊修加德地区）**","","","Dravanian Forelands combat","伊修加德地区的野外战斗背景音乐"
"285","缺失的书页*","","","Dravanian Hinterlands (day)","讨伐龙堡内陆低地的恶名精英斯特拉斯、机工兵 斯利普金克斯或苍白骑士有几率获得陈旧的乐谱：缺失的书页后制作而成"
"286","静寂的星空*","","","Dravanian Hinterlands (night)","讨伐龙堡内陆低地的恶名精英斯特拉斯、机工兵 斯利普金克斯或苍白骑士有几率获得陈旧的乐谱：缺失的书页后制作而成"
"287","战斗（伊修加德地区）**","","","Dravanian Hinterlands combat","伊修加德地区的野外战斗背景音乐"
"288","人王*","","","Churning Mists (day)","讨伐翻云雾海的恶名精英阿伽托斯、布涅或刚德瑞瓦有几率获得陈旧的乐谱：人王后制作而成"
"289","天王*","","","Churning Mists (night)","讨伐翻云雾海的恶名精英阿伽托斯、布涅或刚德瑞瓦有几率获得陈旧的乐谱：人王后制作而成"
"290","战斗（伊修加德地区）**","","","Churning Mists combat","伊修加德地区的野外战斗背景音乐"
"291","云中匿影*","","","Sea of Clouds (day)","讨伐阿巴拉提亚云海的恶名精英恩克拉多斯、西斯尤或极乐鸟有几率获得陈旧的乐谱：云中匿影后制作而成"
"292","天上世界*","","","Sea of Clouds (night)","讨伐阿巴拉提亚云海的恶名精英恩克拉多斯、西斯尤或极乐鸟有几率获得陈旧的乐谱：云中匿影后制作而成"
"293","战斗（伊修加德地区）**","","","Sea of Clouds combat","伊修加德地区的野外战斗背景音乐"
"294","未解读法则*","","","Azys Lla","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用600天穹票交易获得"
"295","战斗（伊修加德地区）**","","","Azys Lla combat","伊修加德地区的野外战斗背景音乐"
"296","应许之地*","","","Idyllshire (day)","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用600天穹票交易获得"
"297","家园*","","","Idyllshire (night)","该物品在田园郡 X:6.0 , Y:7.2 杂用商人处购买的价格为 5000金币"
"298","玛托雅的洞穴*","","","Matoya's Cave","该物品在玛托雅的洞穴 X:6.8 , Y:6.1 杂用商人处购买的价格为 5000金币"
"299","堕落*","","","Dusk Vigil","通过冰雪废堡暮卫塔击败boss3狮身巨鹰后宝箱中获得"
"300","犹如夏雨*","","","Neverreap","通过空中神域不获岛击败boss3招雷巨蛇后宝箱中获得"
"301","永眠*","","","Sohm Al","通过天山绝顶索姆阿尔灵峰击败boss3刁曼后宝箱中获得"
"302","邪龙咆哮*","","","The Aery","通过邪龙王座龙巢神殿击败boss3尼德霍格后宝箱中获得"
"303","万世箴言*","","","Great Gubal Library","通过学识宝库迦巴勒幻想图书馆击败boss3永世珍本后宝箱中获得"
"304","异想天开*","","","Aetherochemical Research Facility","通过鉴定天之御柱宝藏获得"
"305","圣座*","","","The Vault","通过圣教中枢伊修加德教皇厅击败boss3圣骑士沙里贝尔后宝箱中获得"
"306","圣座*","","","The Vault","通过圣教中枢伊修加德教皇厅击败boss3圣骑士沙里贝尔后宝箱中获得"
"307","圣座*","","","The Vault","通过圣教中枢伊修加德教皇厅击败boss3圣骑士沙里贝尔后宝箱中获得"
"308","坚不可摧*","","","Fractal Continuum","通过博物战舰无限回廊击败boss3博物总管后宝箱中获得"
"309","凶兆*","","","Heavensward boss theme","通过在田园郡 X:5.7 , Y:5.2与npc希丝梅娜或者在伊修加德基础层 X:10.5 , Y:11.8与罗薇娜商会的商人使用375亚拉戈诗学神典石交易获得"
"310","武神降临*","","","Thok ast Thok (Ravana) phase 1","通过罗波那歼殛战击败 罗波那 获得陈旧的乐谱：武神降临制作而成"
"311","无尽苍空*","","","The Limitless Blue (Bismarck) phase 1","通过俾斯麦歼殛战击败 俾斯麦 获得陈旧的乐谱：无尽苍空制作而成"
"312","不死的英杰**","","","The Singularity Reactor, The Minstrel's Ballad: Thordan's Reign phase 2","圆桌骑士幻想歼灭战P2小怪阶段"
"313","斗争*","","","Heavensward cutscenes, Churning Mists (Zenith)","通过在田园郡 X:5.7 , Y:5.2与npc希丝梅娜或者在伊修加德基础层 X:10.5 , Y:11.8与罗薇娜商会的商人使用375亚拉戈诗学神典石交易获得"
"314","误想*","","","Heavensward cutscenes","苍穹之禁城过场动画bgm"
"315","苍穹骑士团*","","","Vault final boss (Ser Charibert)","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用1200天穹票交易获得"
"316","石与钢*","","","Heavensward cutscenes (Heroic)","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用600天穹票交易获得"
"317","苍天在上**","","","Heavensward cutscenes","苍穹之禁城过场动画bgm"
"318","开端**","","","Heavensward cutscenes","苍穹之禁城过场动画bgm"
"319","无边无际（身心二元）*","","","Default flying mount theme","通过官方运营活动获得，2023年6月的-LITTLE SPARK- 女儿节企划再启-中将“偶像徽章（黄金版）”提升至20级"
"320","龙之葬歌**","","","Heavensward cutscenes","苍穹之禁城过场动画bgm"
"321","究极神兵*","","","Proto Ultima FATE, Proto Ultima battle (Dun Scaith)","成就列表中领取奖励。"
"322","究极神兵*","","","The Churning Mists (Moogles)","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用1200天穹票交易获得"
"323","父子之罪*","","","Alexander trash theme","完成3.0编年史亚历山大系列任务""迈向无人知晓的明天"""
"324","轨迹*","","","Alexander boss theme","完成3.0编年史亚历山大系列任务""迈向无人知晓的明天"""
"325","不屈之刃*","","","Thok ast Thok phase 2","通过罗波那歼殛战击败 罗波那 获得陈旧的乐谱：不屈之刃制作而成"
"326","灾厄狂起*","","","The Limitless Blue phase 2","通过俾斯麦歼殛战击败 俾斯麦 获得陈旧的乐谱：灾厄狂起制作而成"
"327","金属*","","メタル　〜機工城アレキサンダー：起動編〜","Alexander - Fist of the Father","完成3.0编年史亚历山大系列任务""迈向无人知晓的明天"""
"328","挥汗如雨*","","","FC workshop/leves","通过在伊修加德基础层 X:10.0 , Y:10.3与npc稀少琥珀商人使用虫珀 ×6交易获得"
"329","钟声*","","","The Vault","通过圣教中枢伊修加德教皇厅击败boss3圣骑士沙里贝尔后宝箱中获得"
"330","守护天节*","","","Witch's Broom mount","该物品可以在道具商城中使用点券购买。"
"331","钢铁理念*","","","Red Baron / White Devil mounts","通过主线任务“出人意料的帮手”获得"
"332","Battle Theme","","","The Maiden's Rhapsody (FFXI)",""
"333","Battle Theme #2","","","The Maiden's Rhapsody (FFXI)",""
"334","Recollection","","","The Maiden's Rhapsody (FFXI)",""
"335","サンドリア王国","","","The Maiden's Rhapsody (FFXI)",""
"336","バストゥーク共和国","","","The Maiden's Rhapsody (FFXI)",""
"337","ウィンダス連邦","","","The Maiden's Rhapsody (FFXI)","雷克兰德联邦背景音乐"
"338","メリー・ワンダラー・ワルツ","","","","死者宫殿背景音乐"
"339","雷雨交加**","","","Sea of Clouds (Hostile Vanu area)","死者宫殿背景音乐51层-96层随机bgm"
"340","豁达的家*","","","Sea of Clouds (Friendly Vanu area)","通过瓦努族任务获得友好度后花费白骨币获得"
"341","不死的英杰**","","","The Minstrel's Ballad: Thordan's Reign phase 1","圆桌骑士幻想歼灭战P1阶段"
"342","苍翼*","","","The Diadem","可通过部队飞空艇探索获得陈旧的乐谱：苍翼后制作而成"
"343","宝石*","","","The Diadem combat","通过在天穹街 X:12.0 , Y:14.0与npc艾妮使用600天穹票交易获得"
"344","天降之力*","","","The Diadem Notorious Monster battle","天降之力--通过兑换获得，纪念品兑换员：金蝶游乐场"
"345","有毒植物*","","","Saint Mocianne's Arboretum","通过草木庭园圣茉夏娜植物园馆击败boss3剧毒美人后宝箱中获得"
"346","触礁*","","","Pharos Sirius (Hard)","通过地脉灵灯天狼星灯塔馆击败boss3爆弹之父，爆弹之母后宝箱中获得/可以在库啵好运道中使用库啵好运票抽奖2等奖获得"
"347","以太圈*","","深淵に潜む者 〜魔航船ヴォイドアーク〜","Void Ark","通过在田园郡 X:5.7 , Y:5.2与npc希丝梅娜或者在伊修加德基础层 X:10.5 , Y:11.8与罗薇娜商会的商人使用375亚拉戈诗学神典石交易获得（需要完成任务魔航船虚无方舟）"
"348","虚无之棺*","","","Void Ark (Echidna), The Weeping City of Mhach (Calofisteri) final bosses","通过在田园郡 X:5.7 , Y:5.2与npc希丝梅娜或者在伊修加德基础层 X:10.5 , Y:11.8与罗薇娜商会的商人使用375亚拉戈诗学神典石交易获得（需要完成任务魔航船虚无方舟）"
"349","???","","","Lords of Verminion","Needs name"
"350","战友**","","","Lords of Verminion","File is specific to LoV"
"351","复仇*","","","Lords of Verminion","复仇-通过部队潜水艇探索获得：翠浪海 K/S"
"352","暗黑之吻**","","","Lords of Verminion","File is specific to LoV"
"353","战祸 ~邪念妖地无限城古堡~ *","","","Lords of Verminion","战祸-通过副本邪念妖地无限城古堡获得"
"354","斩*","","","Lords of Verminion","斩-通过炼金秘籍第二卷制作获得"
"355","大桥上的死斗*","","","Lords of Verminion","大桥上的死斗-通过炼金秘籍第一卷制作获得"
"356","螺旋*","","","Lords of Verminion","螺旋-通过金碟币兑换纪念品（奖品4）获得"
"357","灾厄蔓延*","","","Lords of Verminion","灾厄蔓延-通过水城宝物库/G7藏宝图获得"
"358","水晶序曲-再诞的辉煌*","","","Kirin mount","水晶序曲-通过完成成就旋律的沉醉者1后获得。"
"359","纯爱之吻*","","","Valentione's Day","纯爱之吻-通过瓦伦提昂家的女仆/道具商城购买"
"360","","","","","Likely test or filler audio"
"361","上下易位　〜星海空间颠倒塔〜*","","","The Antitower","上下易位-通过炼金秘籍第三卷制作获得"
"362","跳舞娃娃卡尔克布莉娜　～苍穹～*","","","The Antitower","跳舞娃娃卡尔克布莉娜-通过副本星海空间颠倒塔获得"
"363","无声无息**","","","The Dravanian Forelands (Vath, hostile)",""
"364","离群一族*","","","The Dravanian Forelands (Vath, friendly)","离群一族-通过NPC做买卖购买获得龙堡参天高地 X:23.6 , Y:19.0"
"365","死斗　～苍穹～*","","","Containment Bay S1T7 (Sephirot) / Containment Bay P1T6 (Sophia) / Containment Bay Z1T9 (Zurvan) phase 1","死斗-通过金蝶纪念品兑换员奖品4获得"
"366","魔神　〜萨菲洛特歼灭战〜*","","","Containment Bay S1T7 (Sephirot) phase 2","魔神-通过炼金秘籍第三卷制作获得"
"367","饿狼群集　〜群狼盛宴〜*","","","The Feast","饿狼群集-通过炼金秘籍第三卷制作获得"
"368","古都　〜神圣遗迹无限城市街古迹〜*","","","The Lost City of Amdapor (Hard)","古都-通过副本神圣遗迹无限城市街古迹获得"
"369","金属 - 正义无情　〜亚历山大机神城 律动之章〜*","","","Alexander - The Burden of the Son (Brute Justice) phase 2","金属 - 正义无情-通过任务 迈向无人知晓的明天 获得"
"370","","","","","Likely test or filler audio"
"371","灾厄狂起　〜蛮神俾斯麦讨伐战〜*","","","The Limitless Blue (Extreme) (Bismarck) mount / White Lanner","灾厄狂起-通过炼金秘籍第三卷制作获得"
"372","不屈之刃　〜蛮神罗波那歼灭战〜*","","","Thok ast Thok (Extreme) (Ravana) mount / Rose Lanner","不屈之刃-通过炼金秘籍第三卷制作获得"
"373","英杰　〜圆桌骑士歼灭战〜*","","","The Minstrel's Ballad: Thordan's Reign (Thordan) mount / Round Lanner","英杰-通过炼金秘籍第三卷制作获得"
"374","死斗　～苍穹～*","","","Containment Bay S1T7 (Sephirot) mount / Warring Lanner","死斗-通过金蝶纪念品兑换员奖品4获得"
"375","坚毅*","","","Guildhests","坚毅-通过稀少琥珀商人购买-伊修加德基础层 X:10.0 , Y:10.3"
"376","死灰复燃*","","","Bennu mount","死灰复燃-通过炼金秘籍第二卷制作获得"
"377","战神的教义　〜皇都伊修加德保卫战〜*","","","Heavensward cutscenes","战神的教义-通过库啵好运道中抽奖获得"
"378","石与钢*","","","Heavensward cutscenes","石与钢-通过天穹街振兴票在天穹街艾妮处兑换"
"379","万龙之祖*","","","Heavensward cutscenes","万龙之祖-通过副本欧米茄时空狭缝 阿尔法幻境2获得"
"380","超级虹彩战队Z*","","","Go Go Posing Rangers Theme","超级虹彩战队Z-通过乌恩特希尔用红莲节票据2018 ×8兑换 或 道具商城购买"
"381","清风拂面*","","","The Parrock","清风拂面-通过大地白票 ×200 在工票交易员处购买"
"382","Dragonsong　-千年龙诗-*","","","The Final Steps of Faith (Nidhogg) / The Minstrel's Ballad: Nidhogg's Rage (Nidhogg) phase 1","Dragonsong　-千年龙诗- -通过任务 绝命怒嚎 获取"
"383","邪龙急袭　〜尼德霍格征龙战〜*","","","The Final Steps of Faith (Nidhogg) / The Minstrel's Ballad: Nidhogg's Rage (Nidhogg) phase 2","邪龙急袭-通过天穹街振兴票 ×600在天穹街艾妮处购买"
"384","绝命怒嚎　〜尼德霍格征龙战〜*","","","The Final Steps of Faith (Nidhogg) / The Minstrel's Ballad: Nidhogg's Rage (Nidhogg) phase 3","绝命怒嚎-通过炼金秘籍第四卷制作获得"
"385","向胜利冲锋*","","","Regula van Hydrus's Theme","向胜利冲锋-通过任务 启动欧米茄 获得"
"386","谢罪之诗　〜天龙宫殿忆罪宫〜*","","","Sohr Khai","谢罪之诗-通过副本 天龙宫殿忆罪宫 获得"
"387","神圣的教导*","","","Hullbreaker Isle (Hard)","神圣的教导-通过副本 黑涡传说破舰岛 获得"
"388","沐浴在树林中**","","","","1.0 track"
"389","黑衣迷宫**","","","PotD","1.0 track"
"390","淡淡的光之梦**","","","PotD","1.0 track"
"391","摩杜纳的泪雨**","","","PotD","1.0 track"
"392","漆黑的艾达*","","","PotD Floor 50 boss/Edda Blackbosom theme","漆黑的艾达-通过鉴定死者宫殿宝藏获取"
"393","雨中泪　〜 禁忌城邦玛哈〜*","","豪雨に打たれて　〜禁忌都市マハ〜","Weeping City of Mhach","雨中泪-通过 亚拉戈诗学神典石 ×375 在希丝梅娜处获得 田园郡 X:5.7 , Y:5.2"
"394","千面　〜禁忌城邦玛哈〜*","","","Weeping City of Mhach (Ozma add phase)","千面-通过 亚拉戈诗学神典石 ×375 在希丝梅娜处获得 田园郡 X:5.7 , Y:5.2"
"395","邪龙急袭　〜尼德霍格征龙战〜*","","","The Minstrel's Ballad: Nidhogg's Rage (Nidhogg) mount / Dark Lanner","邪龙急袭-通过天穹街振兴票 ×600在天穹街艾妮处购买"
"396","贤王莫古尔·莫古十二世*","","","Fat Moogle Mount","贤王莫古尔·莫古十二世-通过炼金秘籍第一卷制作获得"
"397","轨迹　〜亚历山大机神城 启动之章〜*","","","Gobwalker Mount","轨迹-通过任务 迈向无人知晓的明天 获得"
"398","夜雾缭绕　〜伊修加德下层：夜〜*","","","Heavensward cutscenes","夜雾缭绕-通过在 芙莉妮 处（伊修加德砥柱层 X:6.0 , Y:9.9）购买"
"399","圣诞漫步圆舞曲**","","","Palace of the Dead inter-floor theme",""
"400","永远的碎片*","","","Alisaie Theme","永远的碎片-通过杂用商人/住宅区商人处购买获得"
"401","死亡报告*","","","PotD pre-floor 100 cutscenes","死亡报告-通过 格尔莫拉陶器碎片 ×10 在 艾·乌纳·科特罗（黑衣森林南部林区 X:25.0 , Y:20.6） 处获得"
"402","女神　〜索菲娅歼灭战〜**","","","Containment Bay P1T6 (Sophia) phase 2",""
"403","挑战**","","","Duel / Lost Canals of Uznair / Palace of the Dead",""
"404","究极神兵*","","","Dun Scaith (Proto Ultima)","究极神兵-通过完成成就 旋律的沉醉者2 获得"
"405","地壳　〜险峻峡谷塞尔法特尔溪谷〜*","","","Xelphatol","地壳-通过完成任务 险峻溪谷 获得"
"406","复仇的怒嚎*","","","Heavensward boss theme 2","复仇的怒嚎-通过金碟币 ×50000 在 纪念品兑换员（金碟游乐场 X:5.1 , Y:6.6）处获得"
"407","恐书症　〜秘本宝库迦巴勒幻想图书馆〜*","","","The Great Gubal Library (Hard)","恐书症-通过鉴定 黄金宝藏（天宫） 或者 副本 秘本宝库迦巴勒幻想图书馆 获得"
"408","彻夜狂欢*","","","The Haunted Manor (All Saint's Wake)","彻夜狂欢-通过 南瓜曲奇2017 ×3 在 奇怪的店员（格里达尼亚旧街 X:10.3 , Y:9.2 ）或者 道具商城 购买"
"409","幽幻夜雾*","","","PotD 91-100 theme","幽幻夜雾-通过 格尔莫拉陶器碎片 ×5 在 艾·乌纳·科特罗（黑衣森林南部林区 X:25.0 , Y:20.6）处购买"
"410","渎神魔王*","","","PotD floor 100 boss theme","渎神魔王-通过 格尔莫拉陶器碎片 ×1 在 艾·乌纳·科特罗（黑衣森林南部林区 X:25.0 , Y:20.6）处购买"
"411","指数崩坏　〜亚历山大机神城 天动之章〜*","","","Alexander - The Heart of the Creator (Cruise Chaser)","指数崩坏-通过完成任务 宿命的未来 获得"
"412","无限循环　〜亚历山大机神城 天动之章〜*","","","Alexander - The Soul of the Creator (Alexander Prime) phase 1","无限循环-通过 亚历山大齿轮 ×1 在 贝尔塔娜（田园郡 X:5.8 , Y:5.2）处购买"
"413","起义　〜亚历山大机神城 天动之章〜*","","","Alexander - The Soul of the Creator (Alexander Prime) phase 2","起义-通过完成任务 神圣审判 获得"
"414","光阴之外　〜亚历山大机神城 天动之章〜 **","","","Alexander - The Soul of the Creator (Alexander Prime) timegate theme","Muffled, slow Exponential Entropy"
"415","女神　〜索菲娅歼灭战〜**","","","Containment Bay P1T6 (Extreme) (Sophia) mount / Sophic Lanner",""
"416","无限循环　〜亚历山大机神城 天动之章〜*","","","Alexander - The Soul of the Creator (Savage) mount / Arrhidaeus","无限循环-通过 亚历山大齿轮 ×1 在 贝尔塔娜（田园郡 X:5.8 , Y:5.2）处购买"
"417","鬼神　〜祖尔宛歼灭战〜**","","","Containment Bay Z1T9 (Zurvan) phase 3",""
"418","","","","","Likely test or filler audio"
"419","最终狂热　〜祖尔宛歼灭战〜**","","","Containment Bay Z1T9 / Zurvan Phase 2",""
"420","另一块砖　〜坚牢铁壁巴埃萨长城〜*","","","Baelsar's Wall","另一块砖-通过完成任务 终结来临 获得"
"421","尘沙*","","","Sohm Al (Hard)","尘沙-通过完成任务 天山深境索姆阿尔灵峰 获得"
"422","应许之地　〜影之国〜*","","","Dun Scaith / Deathgaze Hollow","应许之地-通过 天穹街振兴票 ×600 在 艾妮（天穹街 X:12.0 , Y:14.0）处获得"
"423","泡影　〜影之国〜*","","","Dun Scaith","泡影-通过完成任务 影之国 完成"
"424","鬼神　〜祖尔宛歼灭战〜**","","","Containment Bay Z1T9 (Extreme) (Zurvan) mount / Demonic Lanner",""
"425","水晶序曲　～冒险的序章～*","","","Firebird mount","水晶序曲-通过完成成就 旋律的沉醉者1 后获得。"
